Heading,Sentiment
urgh im tired impatient and over boys and their silly games ,Negative
I am up at 8 in the morning when I could have slept in ,Neutral
@Violet_Crush Sorry to hear that  But at least you're with us now! #readathon,Negative
I broke the vibrate on my fone. ,Negative
"Race was good! Ran better than last time. Didn't see @ff4500 or @amydoesit, though. ",Positive
@IngaLeonora I just got home but really didn't want to  was nothing to do out there...,Negative
@emkins i KNOW! ,Neutral
work until 3. Blah ,Negative
@javierabrown I wish I was there 2 participate ,Positive
The www.iplt20.com site if down I believe. It shows a 503 Server Unavailable error. Whats the issue? ,Negative
fhrjekdfnb where are youuuu? ,Neutral
"I hate myself for not doing my homework now!  oh ya, had a pedi today LOL. I want a blackberry!!! (to tweet) ok, I'm not gonna tweet again",Positive
 at last night ,Neutral
Another gorgeous day! Dry here. Need the four rain days coming up. Ct. wildfire. ,Positive
@natmillAr Nataliee! I love you and still have your bday gift  I must see you soon!!!,Positive
i feel really sucky right now ,Negative
"Got most the way to ASDA and road closed due to am accident, driving to other now. So hungry ",Negative
is sitting on the couch when she should be working out. ,Neutral
I have work to do  I will be back l8r (I hope),Neutral
i can&quot;t figure out how to twitter from my phone ,Neutral
"stuck without a ride  taking the bus home from work, without an ipod...",Negative
@grub00 Alas no: is a &quot;buy the MP3s&quot; set-up. ,Negative
@LNTweet We got Rachel Getting Married and Seven Pounds. Wanted Yes Man but it wasn't in the Red Box we went too! ,Positive
"Ugh, I hate working Saturdays!  That makes 45hrs this week.  It never feels like I have a weekend.  ",Negative
...aaaand there goes that great day  RIP Mrs Wever,Positive
Motel 6s do not have shampoos or conditioners. No blow dryers either. ,Negative
My vacation's almost done   Back to work soon..,Neutral
319 more followers til 1k  not happenin anytime soon,Neutral
"Bummer...can't get in to see my bf sing at the Ernie Els gig  So i guess it's just you, me and my dog, Pockles, tonight!",Neutral
"It's Saturday and I'm holed up at home writing essays that were due 3 weeks ago. And the weather is actually GOOD, 1st time in weeks. ",Positive
is still gutted she couldnt see diana sing last night!  but bring on halmiton park in july!,Neutral
Starting to be far too many spamers and bullshit followers on Twitter.. I tweet about moving furniture and 3 furniture companys follow me ,Negative
"Funtime over, back to the painting ",Neutral
@whit3boy I couldn't walk last night like wth ,Negative
"Snow mounted up to a couple of inches overnight, very pretty but I hope I don't lose my peaches, tree was in bloom ",Positive
@ShariFitness Still don't have the confirmation email  Technically I could give up already ;-),Positive
@NaomiNay A tenner?! What a bloody cop out! ,Negative
@tommcfly http://twitpic.com/3iquy - i miss your old hairstyle daniel  but you still look great,Positive
Headed 2 a performance...outside...n the rain.  If I do the rain dance backwards will that make it stop? =\,Negative
i wanna get 93841934431984139418349134 dvd's... i hope there is a good dvd store here. im a dvdaholic... and an alcoholic ,Positive
i feel ridiculous. and i'm blaming you.  WHY HJSDKFSDHFJSD,Negative
everyone is talking about britney's concerts... i want to go ,Positive
*yawn* g'mornin' have headache.  pls depart! veggin' w/cuppa chai b4 I have to wrap my head around the day.,Positive
Listening to mariah carey we belong together ,Neutral
@PreciousLittle I am so sorry you have to work on a Saturday ,Negative
Goodmorning it sucks having a cold when its 78 degrees outside ,Negative
"@JaccSparrow Are you sleeping in or something, im missing our friendly twitter banter  u we're so right about f&amp;furious it was FKNFANTASTK",Positive
I'm being turned off ,Neutral
"Alright, well, I spent all of yesterday again far away from my computer   But today! Today I shall come back to twitter and all of you. ",Positive
@fallagain ok la.   At least @fallagain is following me. Jadilah,Positive
Just woke up! Soooooooooooooooooooo tired.... ,Neutral
Going to DISNEYLAND!!! Super stoked! Already missin the bf though ,Positive
Anyone tell me why I can't sleep for some reason?  Maybe I should try again.,Neutral
Morning Fam! Jouvert is overrrr  ...buttt up next is ROAD MARCH!  wuuuut!,Neutral
Bye bye plane.  anyone want to offer their private jet?!!!!! (C why we need one?!!!!),Positive
@serenajwilliams the link to today show doesn't work  i think u have to take out  the periods or sumthin...,Neutral
is eating his last breakfast on the boat. ,Neutral
where did the sun go? ,Neutral
Now you can't see other people's number of updates ,Positive
@MissChriis you think ? I'm so shy :p i know exactly what to wrote but i'm doing to much mistake with the words ,Negative
@marleyuk no likey..i dunno why its doin it ,Negative
missing phily like mad i hate when hes on 24hr duty ,Negative
I want sushi today but i think i'll be to busy to get any ,Neutral
Why do I fiddle???? I've just broken the shift key on my laptop ,Negative
"@RealHughJackman instead of giving to charity, give to individuals in need.  charities have too much overhead,it just goes 2 salaries. ",Positive
i have nothing to twitter about yet. ,Neutral
@sexysenorita what song ??? cant see the link ,Neutral
Got to finish this work... Exam stuff... ,Neutral
@nashifeet i would totally go if i wasn't finishing all the invites. ,Neutral
"I dnt like it whn ur sad, it makes me sad too ",Negative
"@CosgroveMiranda i miss u miranda, pleez come back online ",Negative
"@palm_inc Please talk to Sprint &amp; ensure a Million+ SERO Plan Folks don't get screwed out of the PRE!  We did on the Instinct, Bad idea ",Positive
@chick_fit Are you ok!? ,Neutral
b******s  Wycombe and Bury already 1-0 up! ,Neutral
looks like another beautiful day here today - i love it! sorry @uppercanuck @Spoonsie ,Positive
"Is *bucks is a non halal? Really? I just saw one of tweets in my friends timeline. To be honest, I never saw halal certificates either ",Positive
"Detroit Pistons &quot;road kill for Cleveland,&quot; and they know it.  http://tinyurl.com/c9dj6z (via @freep)",Negative
"AH, my charger is dying. I won't ve able to log on for a few days. ",Neutral
@sellygee I MISS YOU GURL! ,Negative
Packing to leave. Not ready to go ,Negative
@therealTiffany cute profile pic. but you cute sterling out ,Positive
"feeling better today, thank you Lord! Going to try and tackle Wal-Mart and the grocery store today. ",Positive
"So many new followers from #followfriday! Welcome everyone! usually I send a message to each, but was on deadline yesterday. ",Positive
Ugh why am i awake so early ,Negative
Working til 5 on very little sleep ,Neutral
@dominicalia can't believe that the week I am away from blogsphere you have contests!  can't wait for the next. Xoxo,Positive
Worked until 1230 last night. Didn't sleep until 230 and had to open the store this morning at 9. FML  my body hurts,Negative
is waiting for the groginess to wear off from his late night darvocet last night ,Neutral
"@mileycyrus I�d like to go to Madrid to see you but I think it�s not possible   anyway, I�ll watch you on tuesday on &quot;El hormiguero&quot; ",Positive
"up at 7 AM on a Saturday  boo! Photo-shoot, be back probably later tonight! xo",Neutral
"Had a great night last night, except for the fact that my bike was stolen ",Positive
"@teddpatt aww, not in Hudson today in the city. won't be up for another two weeks ",Neutral
@UncleRUSH wish i had some  x,Positive
"didn't go to class yesterday. I was sick. Left the bus near college, and took a cab home. ",Negative
sick  i think was applebees food made me sick..,Negative
its a beautiful day. guess where i am.... at the big 2...all day. ,Positive
@Ginaatl thats my theme song but I can't get the video on my iPhone  Thanks for sharing though.,Positive
"I wanna go to the beach, but the rain starts  shit!",Negative
@bobbymonkz yup replacing daniel kandi since he couldnt get a passport unfortunatly  #asot400,Neutral
Crap...i think i've caught wifey's virus ,Neutral
is watching Glawster  getting chewed up and spat out by Cardiff.   Glad I'm in the pub and not at Twickenham.,Positive
FML! Off to the hospital I go. ,Neutral
@work on such a warm day ,Positive
@catcameron at least not from mine to yours.  i'm sorry love.,Positive
Coming home from Myrtle Beach ,Neutral
Working...and hoping @THiggy feels better ,Positive
its a sunny day today yay =] but still cold ,Positive
Thinks I might have sciatica if that's how you spell it. Got a pain from my lower back thought my butt hammy knees calf and foot ,Negative
"im lonely  keep me company! 22 female, Duluth - Minnesota",Negative
@m_alice_hale physical and mental pain ,Negative
Spring break. no homework but a lot of college stuff to do. ,Negative
AUUUUGH I just spilt freezing water all over meeeee ,Negative
Slight hangover ,Neutral
Not able to check my DM's this morning via my mobile device.  @skydiver mentioned he sent me a DM &amp; I missed it. I apologized. #PRSANY,Neutral
@Captainwalker Jamestown? ,Neutral
I think I really need to see a chiropractor. up to 30 hours of neck pain.  ,Negative
"hmmm? Psycho Kitty doesn't even like me, don't think a meerkat would last long ",Negative
"is going to sing 'I miss you' by miley cyrus at my daddys funeral  i miss u and ill love u no matter what, even if your not here &lt;3 xoxo",Negative
soo tired  babysitting today from 3-? may have to go to a late movie...,Negative
Uhoh - Daddy is trying to hamper Mommy's plans to get me a kitteh pal to play with ,Positive
"@Bootley aww, that sux!! get some rest and drink plenty of water. feel better ",Positive
@xiaoyan2009 Thanks! Poor Puff is just getting old!! ,Negative
"Had a nice time last night. Wish we would have hung out longer  overall a great day capped off by a great night. Friends, drinks, fun!",Positive
"@xaleahx, i've been waking up at 6a everyday and it's been amazing! except next week i have to start waking up at 4a ",Positive
yuk my nose is peeling again and it hurts ,Negative
"how come in movies when people need a drink, they take a swig and are instantly satisfied?  never happens for me. ",Positive
